file name	dimension	resolution	dwi count(b0/dwi)	max b-value	DWI contrast	neighboring DWI correlation	neighboring DWI correlation(masked)	#bad slices	outlier
sub-0369_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036654	0.850504	0.588231	122	0
sub-0370_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.290425	0.88207	0.774915	38	0
sub-0370_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.264092	0.813518	0.733681	209	0
sub-0371_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.260274	0.868823	0.78414	14	0
sub-0372_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.030763	0.893968	0.611335	6	0
sub-0372_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.047824	0.837919	0.431874	963	1
sub-0373_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.337658	0.865655	0.738258	50	0
sub-0375_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.280626	0.877247	0.77186	8	0
sub-0376_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.053493	0.865541	0.617114	16	0
sub-0376_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.053725	0.865541	0.616275	16	0
sub-0377_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.30427	0.872022	0.765365	76	0
sub-0378_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.061959	0.86519	0.563711	46	0
sub-0379_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.065808	0.87544	0.571028	13	0
sub-0381_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.280351	0.881274	0.773715	2	0
sub-0384_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.040722	0.859933	0.606638	86	0
sub-0385_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.069587	0.871686	0.553639	5	0
sub-0388_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.071642	0.823783	0.503594	346	0
sub-0389_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.274694	0.842799	0.664868	459	0
sub-0390_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.306411	0.89678	0.799708	3	0
sub-0391_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.308725	0.89797	0.816113	3	0
sub-0391_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.301895	0.898421	0.812774	5	0
sub-0392_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.045794	0.888594	0.608842	1	0
sub-0394_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.279822	0.878603	0.779814	5	0
sub-0395_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036872	0.882561	0.54954	164	0
sub-0395_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.016125	0.874457	0.561282	32	0
sub-0397_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.303472	0.894392	0.801517	70	0
sub-0398_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.053627	0.850367	0.61565	196	0
sub-0398_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.025936	0.870923	0.655724	140	0
sub-0399_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.01987	0.888961	0.633595	68	0
sub-0400_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.023431	0.886393	0.669272	23	0
sub-0402_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.02821	0.842623	0.616356	111	0
sub-0403_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.276633	0.867235	0.7774	8	0
sub-0404_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.024777	0.776153	0.57272	746	0
sub-0405_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.041788	0.835428	0.644116	4	0
sub-0406_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.272872	0.850601	0.745614	53	0
sub-0407_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.309844	0.896551	0.811385	17	0
sub-0408_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.334311	0.90231	0.810413	105	0
sub-0408_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.331973	0.899286	0.806275	88	0
sub-0410_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039364	0.762303	0.618582	702	0
sub-0411_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.038946	0.902584	0.665982	10	0
sub-0413_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.027318	0.875877	0.59918	22	0
sub-0414_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.049907	0.851336	0.533381	263	0
sub-0416_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.069372	0.839358	0.569624	11	0
sub-0418_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.015506	0.88556	0.627357	4	0
sub-0420_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.025789	0.811956	0.588832	507	0
sub-0421_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.319731	0.879288	0.776713	23	0
sub-0422_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036563	0.834639	0.574245	169	0
sub-0424_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.038634	0.834347	0.598194	294	0
sub-0425_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03724	0.879581	0.626902	7	0
sub-0426_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.023162	0.798836	0.653473	896	0
sub-0427_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03454	0.837459	0.518869	894	0
sub-0428_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.045056	0.866934	0.619574	128	0
sub-0429_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.034076	0.880863	0.621877	20	0
sub-0431_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.043822	0.894841	0.607873	0	0
sub-0432_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.045521	0.84494	0.628766	22	0
sub-0433_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036544	0.885306	0.615268	193	0
sub-0434_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03148	0.732788	0.609555	1618	0
sub-0435_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.043413	0.867608	0.573954	30	0
sub-0436_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039556	0.885112	0.65365	3	0
sub-0437_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.033069	0.866589	0.637339	35	0
sub-0439_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.041347	0.875261	0.60417	24	0
sub-0440_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.048155	0.883833	0.56644	27	0
sub-0440_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.055928	0.872981	0.559981	5	0
sub-0442_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039542	0.883658	0.607748	37	0
sub-0443_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.034213	0.872904	0.610901	9	0
sub-0444_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.025367	0.868032	0.639785	11	0
sub-0445_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036633	0.873265	0.623592	0	0
sub-0446_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.015623	0.887647	0.590382	1	0
sub-0447_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.050792	0.879219	0.63213	0	0
sub-0450_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.063483	0.872476	0.611223	80	0
sub-0451_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.037431	0.868129	0.535445	164	0
sub-0452_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.25329	0.86005	0.749469	107	0
sub-0452_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.319461	0.83234	0.612978	172	0
sub-0455_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.359276	0.898222	0.778118	1	0
sub-0456_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.030762	0.859928	0.630502	370	0
sub-0457_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.034187	0.857606	0.607985	99	0
sub-0458_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.207052	0.787536	0.541815	203	0
sub-0460_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.249984	0.761072	0.695481	417	0
sub-0461_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.019292	0.899559	0.629557	15	0
sub-0462_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.324423	0.820547	0.574416	235	0
sub-0463_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.105299	0.843309	0.569655	45	0
sub-0464_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.067297	0.868583	0.613229	1	0
sub-0465_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.026589	0.856885	0.626272	198	0
sub-0466_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.296661	0.870356	0.705054	5	0
sub-0468_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.065782	0.880152	0.548037	42	0
sub-0469_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.322321	0.894446	0.772259	65	0
sub-0470_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.321593	0.856616	0.754289	86	0
sub-0474_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.33552	0.886482	0.769334	11	0
sub-0475_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.020353	0.816441	0.637268	527	0
sub-0477_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.038918	0.8173	0.594585	44	0
sub-0479_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039355	0.886277	0.633988	10	0
sub-0480_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.034253	0.8495	0.648053	1	0
sub-0481_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036416	0.873428	0.592356	50	0
sub-0481_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.041734	0.842725	0.490407	232	0
sub-0483_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.061699	0.838316	0.574838	39	0
sub-0484_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.040307	0.863636	0.650045	49	0
sub-0486_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.09366	0.819045	0.450811	1516	0
sub-0487_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.052179	0.868362	0.657174	130	0
sub-0489_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.270156	0.855671	0.768019	85	0
sub-0490_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03516	0.842983	0.604825	220	0
sub-0491_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.201726	0.855991	0.741376	48	0
sub-0492_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.228951	0.859123	0.760768	94	0
sub-0493_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.28644	0.844732	0.720915	77	0
sub-0494_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.340814	0.876199	0.792407	93	0
sub-0495_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.030904	0.879168	0.58487	5	0
sub-0496_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.033628	0.884416	0.564541	3	0
sub-0499_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.003813	0.874833	0.582	0	0
sub-0500_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.01387	0.786658	0.64218	1013	0
sub-0501_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.304997	0.847824	0.684837	54	0
sub-0502_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.301134	0.846948	0.673524	239	0
sub-0503_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.035357	0.871516	0.591609	30	0
sub-0504_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.045263	0.875514	0.607051	23	0
sub-0506_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.268816	0.885235	0.79288	208	0
sub-0507_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.23425	0.844858	0.681492	29	0
sub-0508_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.232324	0.901228	0.817636	60	0
sub-0509_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.037036	0.869862	0.582562	32	0
sub-0514_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039651	0.848304	0.598907	342	0
sub-0514_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.049312	0.868053	0.572755	72	0
sub-0516_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.046736	0.881128	0.59566	7	0
sub-0517_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.019435	0.877054	0.587173	20	0
sub-0518_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.04197	0.869438	0.618951	3	0
sub-0519_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.029302	0.875736	0.626956	2	0
sub-0520_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.042074	0.894455	0.623274	0	0
sub-0521_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.04877	0.863654	0.620906	42	0
sub-0523_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.334258	0.815192	0.5939	15	0
sub-0525_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.300599	0.840092	0.679145	3	0
sub-0526_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.044867	0.880364	0.643353	1	0
sub-0528_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.022887	0.875606	0.631536	19	0
sub-0529_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.046662	0.853836	0.609232	205	0
sub-0530_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.392844	0.891723	0.78418	0	0
sub-0531_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.28933	0.804997	0.748481	193	0
sub-0532_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.050825	0.849212	0.507843	13	0
sub-0533_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.052073	0.887252	0.57083	3	0
sub-0535_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.058223	0.833488	0.523812	57	0
sub-0536_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039508	0.867741	0.603146	30	0
sub-0537_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.044757	0.86485	0.647401	3	0
sub-0538_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.046567	0.862731	0.579035	6	0
sub-0539_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	0.990188	0.868556	0.555474	8	0
sub-0540_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.347617	0.871242	0.760704	5	0
sub-0541_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.253338	0.906905	0.843925	3	0
sub-0547_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.023863	0.881688	0.585477	10	0
sub-0548_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.057361	0.783601	0.428937	2376	1
sub-0550_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.037939	0.867481	0.584164	22	0
sub-0551_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.277894	0.874076	0.754189	4	0
sub-0552_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.038449	0.858684	0.631174	1	0
sub-0554_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.021037	0.893032	0.610407	14	0
sub-0555_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.031657	0.838341	0.556352	270	0
sub-0557_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.074475	0.876869	0.57497	5	0
sub-0558_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.025086	0.871053	0.579494	31	0
sub-0559_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.031351	0.883957	0.583263	25	0
sub-0560_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.268119	0.723516	0.567811	822	0
sub-0561_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.289922	0.891487	0.81238	87	0
sub-0562_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.304631	0.883113	0.788358	1	0
sub-0563_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.256683	0.82827	0.579977	155	0
sub-0566_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.29723	0.864521	0.712671	25	0
sub-0567_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.04836	0.827979	0.598631	14	0
sub-0569_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.033425	0.869792	0.624689	98	0
sub-0570_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.025751	0.882071	0.676005	2	0
sub-0571_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.04179	0.861727	0.558218	21	0
sub-0572_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.027585	0.851282	0.541122	99	0
sub-0573_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.018214	0.822971	0.533214	302	0
sub-0574_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.0159	0.850476	0.630659	126	0
sub-0575_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.049764	0.880362	0.592491	7	0
sub-0576_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.028124	0.882193	0.573482	0	0
sub-0577_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.020327	0.88956	0.675021	98	0
sub-0578_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.029513	0.890341	0.616669	1	0
sub-0579_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.32492	0.855128	0.734864	209	0
sub-0580_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.049095	0.693885	0.554248	1325	0
sub-0581_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.014732	0.883691	0.628236	1	0
sub-0583_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.021626	0.824934	0.527926	953	0
sub-0584_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.257256	0.805334	0.730238	228	0
sub-0585_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.040679	0.882596	0.623154	28	0
sub-0586_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.276518	0.907213	0.826032	2	0
sub-0588_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.01629	0.880807	0.622873	13	0
sub-0589_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.059323	0.875372	0.603447	0	0
sub-0590_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.026506	0.898285	0.628896	1	0
sub-0592_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.335112	0.749547	0.4904	263	0
sub-0593_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.022832	0.855001	0.637764	32	0
sub-0594_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.072256	0.871286	0.599215	0	0
sub-0596_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.016926	0.881683	0.619271	140	0
sub-0597_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.044571	0.881466	0.552644	511	0
sub-0598_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.020242	0.799067	0.585123	1191	0
sub-0599_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.2758	0.870473	0.763353	56	0
sub-0600_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036535	0.770431	0.578124	778	0
sub-0602_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.290648	0.839058	0.658249	91	0
sub-0603_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.024036	0.857166	0.521897	70	0
sub-0604_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.325263	0.881101	0.786258	67	0
sub-0606_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.30387	0.860014	0.769784	61	0
sub-0607_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.052881	0.880951	0.609635	0	0
sub-0608_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.019692	0.846389	0.59376	157	0
sub-0609_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.04787	0.886176	0.643193	6	0
sub-0611_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.025845	0.865907	0.656066	142	0
sub-0612_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.041234	0.824042	0.597646	23	0
sub-0614_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.062923	0.853225	0.536719	113	0
sub-0615_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.037342	0.656719	0.578738	1574	0
sub-0616_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03445	0.884442	0.628579	1	0
sub-0617_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.026181	0.872261	0.597768	51	0
sub-0618_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.060896	0.86977	0.59943	0	0
sub-0619_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.024069	0.858929	0.647373	33	0
sub-0621_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.401289	0.877941	0.772947	3	0
sub-0622_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.023844	0.879974	0.62651	13	0
sub-0623_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.034204	0.888826	0.633071	4	0
sub-0625_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.034787	0.858676	0.624381	24	0
sub-0628_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.035345	0.865306	0.605308	13	0
sub-0629_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036927	0.801295	0.628066	424	0
sub-0630_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.04164	0.870436	0.61899	5	0
sub-0631_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.288158	0.853988	0.75756	95	0
sub-0632_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.316612	0.851034	0.701336	5	0
sub-0634_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.02514	0.869442	0.631497	58	0
sub-0637_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039598	0.87656	0.573264	21	0
sub-0638_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.265004	0.797765	0.602839	124	0
sub-0639_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.287583	0.892274	0.799086	0	0
sub-0640_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.2848	0.868809	0.772487	3	0
sub-0642_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.239151	0.82703	0.600307	195	0
sub-0642_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.334524	0.850135	0.629695	48	0
sub-0643_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.341877	0.882373	0.783332	34	0
sub-0644_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03407	0.869392	0.573547	27	0
sub-0648_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.304213	0.860814	0.742169	23	0
sub-0649_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.051254	0.87762	0.595233	4	0
sub-0651_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.017852	0.882168	0.649436	15	0
sub-0653_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.048443	0.884456	0.597851	0	0
sub-0653_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.445343	0.892617	0.789558	0	0
sub-0655_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039058	0.862948	0.603368	51	0
sub-0655_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.021197	0.88291	0.648229	15	0
