file name	dimension	resolution	dwi count(b0/dwi)	max b-value	DWI contrast	neighboring DWI correlation	neighboring DWI correlation(masked)	#bad slices	outlier
sub-0142_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.354683	0.813863	0.704406	79	0
sub-0143_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.015935	0.873347	0.622735	13	0
sub-0144_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.059366	0.85169	0.63808	26	0
sub-0145_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.021076	0.84431	0.667586	241	0
sub-0146_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.019818	0.828837	0.627219	619	0
sub-0147_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.043216	0.832388	0.600739	9	0
sub-0149_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.022368	0.905753	0.696409	2	0
sub-0150_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.049825	0.885657	0.62579	1	0
sub-0151_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.042749	0.870641	0.589887	2	0
sub-0152_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.336035	0.902584	0.785663	1	0
sub-0153_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.028138	0.848807	0.626483	326	0
sub-0154_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.26602	0.867326	0.746423	21	0
sub-0156_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.038731	0.874862	0.613779	4	0
sub-0158_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.026066	0.871904	0.624494	13	0
sub-0159_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.028459	0.827367	0.562312	927	0
sub-0160_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.315224	0.878857	0.763495	4	0
sub-0161_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.053545	0.883444	0.628308	4	0
sub-0163_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.033493	0.845562	0.507673	835	0
sub-0164_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.27553	0.883834	0.790757	24	0
sub-0165_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.058962	0.882526	0.600898	2	0
sub-0165_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.324896	0.896278	0.795332	8	0
sub-0166_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.323469	0.846415	0.75644	38	0
sub-0168_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.088463	0.842082	0.609642	5	0
sub-0169_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.011417	0.877343	0.606097	3	0
sub-0170_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.029094	0.880251	0.591803	1	0
sub-0171_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.015292	0.883907	0.607641	0	0
sub-0178_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.026611	0.892052	0.682775	5	0
sub-0179_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.024725	0.865009	0.608202	54	0
sub-0180_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03684	0.888041	0.60015	0	0
sub-0181_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.037009	0.773301	0.604336	603	0
sub-0182_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.030496	0.871612	0.545474	278	0
sub-0186_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.021214	0.883379	0.614112	18	0
sub-0187_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.033046	0.897453	0.657172	19	0
sub-0188_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.027781	0.896405	0.655157	0	0
sub-0189_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.306617	0.853441	0.773549	0	0
sub-0190_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.080897	0.845964	0.541514	23	0
sub-0191_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.034088	0.847705	0.617027	1	0
sub-0192_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03891	0.855562	0.59945	3	0
sub-0193_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.042717	0.861662	0.548256	42	0
sub-0197_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.059429	0.883418	0.625579	3	0
sub-0201_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.073937	0.795163	0.509727	0	0
sub-0204_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.339741	0.88734	0.789476	3	0
sub-0205_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.015433	0.867204	0.529324	722	0
sub-0207_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.042527	0.857409	0.593678	110	0
sub-0207_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.025612	0.872373	0.584115	3	0
sub-0208_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.02522	0.859411	0.629197	22	0
sub-0209_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.252525	0.843589	0.75203	72	0
sub-0210_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.331257	0.90182	0.801397	216	0
sub-0211_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.057482	0.876841	0.574366	94	0
sub-0213_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.023524	0.866542	0.658147	124	0
sub-0214_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.041082	0.880404	0.60215	7	0
sub-0215_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.374114	0.882016	0.768064	21	0
sub-0216_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.043162	0.885139	0.623356	16	0
sub-0217_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.036664	0.841407	0.530357	118	0
sub-0217_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.050239	0.873415	0.542812	11	0
sub-0219_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.032606	0.867643	0.62786	6	0
sub-0220_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.053001	0.893962	0.592305	6	0
sub-0221_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.016765	0.795723	0.612402	331	0
sub-0222_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.294345	0.824326	0.700196	2	0
sub-0224_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.371055	0.887181	0.723758	34	0
sub-0225_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.305027	0.881504	0.791834	32	0
sub-0229_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.032822	0.88782	0.619163	4	0
sub-0230_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.043314	0.864749	0.588044	6	0
sub-0234_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.026014	0.877837	0.5627	55	0
sub-0235_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.030986	0.777777	0.588136	552	0
sub-0236_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.047013	0.865532	0.562271	19	0
sub-0239_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.375046	0.902989	0.816024	1	0
sub-0240_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.325991	0.899583	0.798478	51	0
sub-0242_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.019916	0.858386	0.573905	18	0
sub-0243_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.058698	0.877112	0.614043	2	0
sub-0244_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.061338	0.881929	0.553676	5	0
sub-0246_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.054797	0.876445	0.604348	5	0
sub-0247_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.054973	0.875354	0.594483	0	0
sub-0248_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.046153	0.864257	0.584168	205	0
sub-0249_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.040468	0.819295	0.59994	337	0
sub-0251_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.031678	0.888652	0.627825	2	0
sub-0251_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.386736	0.903029	0.810122	213	0
sub-0252_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.308674	0.869102	0.73982	34	0
sub-0253_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.296254	0.891671	0.777999	15	0
sub-0255_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.037236	0.856846	0.669942	11	0
sub-0256_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.012244	0.863483	0.650362	110	0
sub-0257_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.008579	0.834792	0.556423	127	0
sub-0259_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.324039	0.888706	0.790489	5	0
sub-0260_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.013072	0.838271	0.510635	612	0
sub-0261_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.283852	0.872415	0.79215	13	0
sub-0262_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.319023	0.887181	0.796086	32	0
sub-0263_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.248987	0.790917	0.703434	98	0
sub-0264_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.301948	0.875851	0.768519	0	0
sub-0266_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.042647	0.865735	0.569348	91	0
sub-0267_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.049365	0.87964	0.63635	1	0
sub-0271_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.352668	0.837662	0.587066	69	0
sub-0272_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.320836	0.880933	0.758557	46	0
sub-0273_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.050074	0.855694	0.598149	63	0
sub-0276_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.322218	0.826059	0.656592	67	0
sub-0278_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.314628	0.824688	0.639423	158	0
sub-0279_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.010083	0.883668	0.599824	9	0
sub-0281_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.044347	0.880719	0.58089	14	0
sub-0284_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.255433	0.765299	0.686055	118	0
sub-0287_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.046079	0.880799	0.605797	5	0
sub-0288_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.031819	0.868641	0.593877	6	0
sub-0289_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.045819	0.887534	0.633877	0	0
sub-0292_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.072592	0.871341	0.566017	2	0
sub-0293_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.050418	0.864759	0.563622	4	0
sub-0295_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.049812	0.826012	0.499043	920	0
sub-0298_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.063881	0.852867	0.569568	85	0
sub-0298_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.027039	0.868356	0.571834	85	0
sub-0301_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.093288	0.851732	0.445116	203	0
sub-0302_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.049694	0.869664	0.621113	14	0
sub-0303_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.033464	0.836407	0.618815	109	0
sub-0304_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039037	0.876547	0.600817	8	0
sub-0305_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	0.974622	0.873535	0.548238	7	0
sub-0307_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.03694	0.847073	0.594998	59	0
sub-0308_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.022607	0.86775	0.588593	13	0
sub-0308_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.31888	0.830303	0.738489	25	0
sub-0309_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.013871	0.87263	0.650255	225	0
sub-0310_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.296242	0.8693	0.745154	5	0
sub-0313_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.046115	0.855399	0.580497	2	0
sub-0314_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.020259	0.85437	0.619411	17	0
sub-0316_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.055545	0.752111	0.603089	7	0
sub-0318_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.28913	0.872195	0.777909	2	0
sub-0321_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.072512	0.852982	0.582744	1	0
sub-0323_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.074852	0.781715	0.482574	1198	0
sub-0323_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.034517	0.857089	0.558789	25	0
sub-0324_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.251911	0.890013	0.775905	101	0
sub-0325_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.004385	0.83056	0.60367	577	0
sub-0326_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.016922	0.856221	0.549149	817	0
sub-0327_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.28936	0.865854	0.762605	2	0
sub-0328_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.279048	0.819358	0.612101	66	0
sub-0329_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.284151	0.851511	0.727339	17	0
sub-0330_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.291649	0.871566	0.786608	47	0
sub-0331_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.336451	0.875176	0.779776	8	0
sub-0332_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.328575	0.87759	0.762371	7	0
sub-0335_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.020334	0.812908	0.606407	646	0
sub-0336_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.028555	0.871777	0.674205	24	0
sub-0338_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.013922	0.724712	0.613905	1247	0
sub-0339_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.025359	0.886569	0.598775	22	0
sub-0340_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.052154	0.872607	0.613881	0	0
sub-0341_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.029642	0.888861	0.637879	5	0
sub-0341_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.345497	0.866814	0.767363	8	0
sub-0342_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.28141	0.818556	0.671756	86	0
sub-0344_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.041139	0.896706	0.641245	1	0
sub-0345_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039967	0.892944	0.608454	0	0
sub-0347_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.02114	0.865459	0.539254	119	0
sub-0349_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.047866	0.825103	0.613779	613	0
sub-0350_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.268746	0.876303	0.784305	45	0
sub-0351_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.055921	0.869278	0.522854	61	0
sub-0351_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.298382	0.857649	0.644821	183	0
sub-0353_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.014028	0.879853	0.572019	16	0
sub-0355_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.392397	0.866682	0.723139	15	0
sub-0357_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.022967	0.880226	0.619629	16	0
sub-0358_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.362907	0.881662	0.740654	17	0
sub-0359_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.330372	0.822341	0.633777	107	0
sub-0360_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.04609	0.752738	0.580539	915	0
sub-0360_ses-02_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.039622	0.846837	0.588477	164	0
sub-0361_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.026859	0.882895	0.578656	8	0
sub-0362_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.060573	0.88089	0.596721	0	0
sub-0363_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.327694	0.869418	0.753312	76	0
sub-0364_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.035995	0.869534	0.579478	14	0
sub-0365_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.026048	0.895581	0.639925	27	0
sub-0367_ses-01_dwi.sz	128 128 55	1.79688 1.79688 2	11/94	1150	1.308	0.88388	0.772673	14	0
